run,problem,latency_ms,speedup_vs_pytorch,speedup_vs_seed,status,strict_triton,exported_file
k3_trace10,30_Gemm_GroupNorm_Hardtanh,4.215807914733887,,,,,output/champions_export/k3_trace10__30_Gemm_GroupNorm_Hardtanh.py
k3_trace10,40_layernorm,0.9963520169258118,,,,,output/champions_export/k3_trace10__40_layernorm.py
k3_trace10,42_max_pooling_2d,6.782976150512695,,,,,output/champions_export/k3_trace10__42_max_pooling_2d.py
k3_trace10,62_Matmul_GroupNorm_LeakyReLU_Sum,4.1113600730896,,,,,output/champions_export/k3_trace10__62_Matmul_GroupNorm_LeakyReLU_Sum.py
k3_trace10,76_Gemm_Add_ReLU,2.0931519269943237,,,,,output/champions_export/k3_trace10__76_Gemm_Add_ReLU.py
k3_trace10,88_mingptnewgelu,0.6377120018005371,,,,,output/champions_export/k3_trace10__88_mingptnewgelu.py
k3_trace10,9_Matmul_Subtract_Multiply_ReLU,2.4596478939056396,,,,,output/champions_export/k3_trace10__9_Matmul_Subtract_Multiply_ReLU.py
l2_9_trace_20260828,9_Matmul_Subtract_Multiply_ReLU,1.209599380493164,5.7405321915390255,7.685506464079732,success,True,output/champions_export/l2_9_trace_20260828__9_Matmul_Subtract_Multiply_ReLU.py
naive_e2e_01,naive_e2e_01,3.9526400566101074,,,,,output/champions_export/naive_e2e_01__naive_e2e_01.py
noakg_e2e_01,noakg_e2e_01,3.9797760248184204,,,,,output/champions_export/noakg_e2e_01__noakg_e2e_01.py
